	n_estimators	target
0	279	Gm17066
0	237	Chpf
0	265	Ormdl3
0	353	March6
0	451	St3gal5
0	223	Rab40c
0	156	Ago4
0	301	Akap17b
0	246	Map4k5
0	191	Usp37
0	330	Hnrnpll
0	244	Doc2b
0	214	Dcaf5
0	206	Qtrtd1
0	51	Fgfbp3
0	363	Pam
0	243	Dcc
0	229	Mgat4a
0	161	Fastkd1
0	150	Slc35b3
0	175	Tram1
0	259	Thpo
0	142	Rbm14
0	183	Adamts3
0	265	Ralgps2
0	208	Kifc3
0	180	Prdm15
0	253	Tceb3
0	301	Rap1b
0	250	Fkbp5
0	273	Gpc4
0	154	2310002F09Rik
0	462	Rasgrf1
0	203	Kctd5
0	486	Fam49a
0	278	Med14
0	129	Inhba
0	408	Zbtb20
0	347	Arel1
0	287	Fam49b
0	330	Cry2
0	202	Ap1ar
0	423	Homer1
0	255	Ldoc1l
0	213	Gm14057
0	196	Rsbn1l
0	325	Osbp2
0	370	Pde2a
0	200	B3gnt2
0	166	Tmem136
0	324	Myh9
0	147	Pdik1l
0	319	Zdhhc2
0	206	Tmtc1
0	206	Tug1
0	398	Herc3
0	310	Slitrk4
0	286	Ppargc1a
0	233	Nelfa
0	312	Galnt18
0	205	Pid1
0	156	Gm9899
0	427	Cds2
0	197	Zfp597
0	389	Nt5dc3
0	167	Ndor1
0	449	Sept3
0	417	St8sia3
0	502	R3hdm1
0	520	Slc6a6
0	448	Elovl6
0	369	Lrrtm1
0	416	Onecut2
0	442	Dcaf7
0	145	Plagl2
0	437	Aak1
0	361	Scn2b
0	386	Lrp11
0	401	Vgf
0	260	Lemd3
0	538	Gria3
0	189	Mb21d2
0	409	Smim13
0	355	Trpc4
0	342	Adam23
0	248	Sec22c
0	433	Nefl
0	211	Slc11a2
0	141	Oxsr1
0	304	Ajap1
0	312	Pdgfb
0	371	Man1a
0	344	Tmem2
0	108	Nmb
0	292	Hs6st2
0	331	Stk39
0	275	Dhx57
0	229	Atp8b2
0	384	Reps2
0	281	Fndc4
0	268	Snx25
0	318	Trak2
0	353	Ppapdc2
0	464	Rgs4
0	273	Josd1
0	465	Stxbp5l
0	291	Rab28
0	379	Fam126b
0	160	Nsmaf
0	193	Rnf26
0	447	Slc24a2
0	199	Lemd2
0	210	Ero1l
0	253	Etv5
0	210	Nipa2
0	372	Hs3st4
0	213	Chst15
0	257	Fras1
0	96	Lca5
0	142	Ralb
0	269	Dpy19l3
0	196	Dnah9
0	135	Slc22a5
0	424	Ndst4
0	212	Mir678
0	357	Plxna1
0	255	Nptx2
0	316	Ptpn3
0	285	Zfp804a
0	356	Wbscr17
0	471	Pou3f1
0	253	Rps6kl1
0	391	Col11a1
0	334	Ier5
0	438	Nr4a1
0	320	Flrt2
0	329	Dclk2
0	240	Samd5
0	334	Sptbn2
0	265	1190002N15Rik
0	165	Ltk
0	457	Kcnd2
0	559	Egr1
0	368	Homer2
0	183	Chpt1
0	411	Sorcs3
0	394	Ryr3
0	330	Bcl6
0	430	Iqgap2
0	353	Fat3
0	303	Map4k3
0	323	Prickle1
0	240	Rb1
0	382	Igfbp4
0	227	Mcur1
0	430	Scn3b
0	385	Syt7
0	506	Arap2
0	388	Sema3e
0	381	Dgkz
0	370	Fndc5
0	318	Rasl11b
0	435	Bdnf
0	341	Prkca
0	277	Lrrc10b
0	284	Ccnd1
0	254	Mlip
0	484	Wipf3
0	432	AI593442
0	244	Orai2
0	297	Shisa6
0	458	Kcnab1
0	623	Cadm2
0	376	Camta2
0	464	Map4
0	553	2010300C02Rik
0	361	Ppp1r1a
0	228	Ptbp3
0	278	Lingo3
0	325	Sept6
0	268	Mapk4
0	182	Slc16a6
0	449	Tpm1
0	258	Kcnip4
0	350	Pcdh20
0	459	Wfs1
0	543	Plk2
0	270	Tle1
0	191	Slc39a14
0	364	Cacna2d3
0	494	Lpl
0	221	Sertad4
0	207	Kctd15
0	192	Nbl1
0	120	Npbwr1
0	178	Rbm43
0	417	Arc
0	226	Adcy8
0	271	Nell1
0	162	Arrdc4
0	193	Grem1
0	186	Dhx33
0	170	Incenp
0	391	Luzp2
0	298	Ccdc37
0	246	Rasd1
0	166	Smug1
0	295	Ddx3y
0	474	Dusp6
0	224	Wnt2
0	316	Lypd1
0	153	Egfl6
0	149	Diap3
0	418	Eif2s3y
0	555	Neurod6
0	278	Glt8d2
0	264	Lct
0	263	Ddit4l
0	645	Hpca
0	180	Epha3
0	534	Epha7
0	301	Chrm3
0	379	2610017I09Rik
0	387	Arhgap12
0	326	Klk8
0	352	Epha6
0	178	Depdc7
0	537	Schip1
0	178	Arsk
0	184	Hacl1
0	74	Slpi
0	210	Rdh11
0	387	Prex1
0	234	Ldlrap1
0	380	Bcas1
0	320	Ankrd28
0	260	Aldh6a1
0	335	Dynlt1c_loc1
0	73	Tirap
0	261	Nkain2
0	268	Ptpla
0	389	Magt1
0	385	Idi1
0	384	Pim3
0	390	Chn2
0	427	Sc5d
0	212	Itfg3
0	569	Sc4mol
0	509	Psat1
0	271	Cat
0	413	Gltp
0	616	Scd2
0	488	Cyp51
0	433	Fdft1
0	264	Prim2
0	384	Elovl7
0	468	Hmgcs1
0	598	Taldo1
0	561	Mbp
0	433	Hsd17b12
0	354	Tmem125
0	198	Zfp280c
0	70	Cenpq
0	65	Hmgb2
0	224	H2-Ab1
0	185	Aaed1
0	460	Tsc22d4
0	571	Arpc1b
0	411	Ick
0	431	Adamts4
0	127	1700001P01Rik
0	581	Sirt2
0	304	Il23a
0	392	Eml1
0	421	Ninj1
0	402	Kndc1
0	404	Gng12
0	560	Nfasc
0	545	Ctsl
0	518	Gnb4
0	304	Nipa1
0	260	Sgk2
0	309	Gramd3
0	332	9830001H06Rik
0	368	Parvb
0	460	Myo6
0	312	Sema4d
0	282	Cldn14
0	250	Chst3
0	96	Zfp488
0	384	Sox2ot
0	440	Gpr17
0	456	Sema6a
0	332	Sema3d
0	338	Hsd17b7
0	506	Itgb1
0	497	Col9a3
0	320	Mvd
0	502	Dhcr24
0	350	Tm7sf2
0	39	Ankrd44
0	387	Acat2
0	298	Lss
0	489	Rnf122
0	318	Kank1
0	328	Rell1
0	365	March8
0	251	Pla2g4a
0	477	Scrg1
0	445	Slc22a23
0	200	Stard13
0	549	9630013A20Rik
0	131	Bfsp2
0	462	Idh1
0	262	Dusp15
0	488	Tmem163
0	347	Lcorl
0	283	Inppl1
0	224	Ss18
0	122	Kdelc1
0	365	Tmem159
0	388	Plxnb3
0	329	Sema6d
0	353	Rasgef1b
0	202	Sema4c
0	371	Fkbp9
0	225	Decr1
0	332	Fam107b
0	282	Atp10b
0	495	Itpr2
0	44	Alox5
0	269	Tspan9
0	220	Spsb1
0	250	Ctnnal1
0	335	Cnksr3
0	279	Lrrc16a
0	255	Dact1
0	374	Tns3
0	416	Tcf7l2
0	240	Ddc
0	83	Ehhadh
0	89	2610035D17Rik
0	406	Mpzl1
0	25	Matn4
0	277	Snx18
0	136	Zbtb7b
0	197	Stat3
0	215	5430435G22Rik
0	273	Scarb2
0	453	Aatk
0	390	Olig2
0	386	Gjc2
0	450	Slc44a1
0	355	Rab31
0	538	Cldn11
0	324	Golga7
0	441	Slc12a2
0	510	Secisbp2l
0	192	Aldh3b1
0	372	Myrf
0	574	Qk
0	357	Gab1
0	218	Trim36
0	388	Ado
0	364	Pacs2
0	281	Fbxo32
0	300	Ermp1
0	367	Ephb1
0	312	Tprn
0	313	Tm7sf3
0	285	Kazn
0	206	Frmd5
0	276	2310022B05Rik
0	417	Kcnj10
0	291	Map6d1
0	384	Frmd8
0	378	Sox10
0	439	Gjc3
0	378	Il1rap
0	311	Sox8
0	318	Padi2
0	204	Gm16515
0	203	Sorbs3
0	87	Heatr5a
0	261	Mtus1
0	281	Mob3b
0	205	Ppap2c
0	25	Tmc6
0	510	Cnn3
0	157	Ccdc13
0	192	4930452G13Rik
0	111	Pira4
0	439	Tmem141
0	323	Pcyt2
0	77	Mvp
0	513	Mcam
0	527	Plat
0	285	Tmem98
0	330	Hist1h1c
0	616	Tspan2
0	210	Efna1
0	615	Cnp
0	129	Hist1h4i
0	400	Lap3
0	368	Gamt
0	622	Plp1
0	508	Fabp5
0	462	Lgi3
0	517	Tmeff2
0	332	Nipal4
0	313	Prkcq
0	725	Ptma
0	375	Tppp3
0	368	Josd2
0	580	Mobp
0	295	Fam57a
0	157	Erbb3
0	516	Ftl1
0	512	Cers2
0	471	Sypl
0	604	Cd81
0	397	Grb14
0	483	Cd63
0	509	Csrp1
0	454	Elovl1
0	320	Cpm
0	398	Abhd3
0	400	Hist1h2bc
0	545	2810468N07Rik
0	545	Sept4
0	235	St6galnac3
0	302	Ormdl2
0	338	Smco3
0	499	1810037I17Rik
0	442	Cfl2
0	452	Gsn
0	584	Prdx1
0	169	Cela1
0	609	Prdx6
0	436	Pdlim2
0	548	Cmtm5
0	208	Ctsk
0	192	Wdr91
0	213	Eci2
0	325	Tmed5
0	336	Rhoc
0	303	1110007C09Rik
0	504	1500004A13Rik
0	390	Asrgl1
0	486	Dbndd2
0	563	Npc2
0	345	Adi1
0	388	Snx5
0	214	Strn
0	265	Entpd5
0	286	Xrcc3
0	274	Ap3m1
0	368	Myo1d
0	368	Ddit3
0	93	Nedd1
0	149	Itgb8
0	508	Gng5
0	125	Tll2
0	42	A930003A15Rik
0	256	Pop4
0	341	Slc25a38
0	476	Bpgm
0	361	Hadh
0	455	Tmed10
0	366	Ninj2
0	347	Bet1
0	191	Fam122b
0	294	Piga
0	285	Dnajc24
0	308	Csrnp1
0	280	Thbs3
0	254	Cyp2j6
0	253	Wipi1
0	29	Fan1
0	206	Lipa
0	342	Egr2
0	66	Mir1892
0	71	Fam228b
0	215	Tmc7
0	274	Tspan14
0	192	Sft2d2
0	25	Abca8a
0	25	Hist2h3c2
0	275	Acy1
0	517	Jun
0	128	Itgad
0	328	Nkx6-2
0	341	Ppp2r3a
0	392	Npc1
0	429	Vamp3
0	304	Slc9a3r2
0	265	Lbr
0	467	Plekhb1
0	265	Smim1
0	141	Wrap53
0	134	Tpmt
0	338	Cdc42ep2
0	407	Lamp2
0	114	Wfdc18
0	504	Mog
0	395	Metrn
0	185	Zfp14
0	643	Malat1
0	317	Fah
0	502	Cd9
0	545	Ptn
0	388	Ypel2
0	287	Tjap1
0	393	Ebp
0	263	Stxbp6
0	152	Arfip1
0	254	Erf
0	375	Plod1
0	239	D16Ertd472e
0	402	Tmod1
0	540	Enpp2
0	680	Opalin
0	394	Jam3
0	275	Ptgds
0	427	Pllp
0	359	Zdhhc9
0	375	Gm13889
0	25	Atp8b1
0	179	Cacna2d4
0	483	Tmem88b
0	277	Gss
0	388	Ddr1
0	331	Abhd4
0	147	B3gnt9
0	290	Mif4gd
0	435	Wnk1
0	442	Carhsp1
0	404	Wscd1
0	276	S1pr5
0	360	Unc5b
0	481	Degs1
0	319	5330426P16Rik
0	453	Gpr37
0	344	Slc4a2
0	341	Dock10
0	284	Ano4
0	344	Cdc42ep1
0	404	Tmbim1
0	327	Phldb1
0	389	Lpar1
0	212	Hbp1
0	577	Pcdh9
0	226	Gpr62
0	485	Efnb3
0	371	Fgfr2
0	373	Tubb4a
0	374	Enpp4
0	562	Ugt8a
0	445	Clic4
0	306	Prkd3
0	421	Rap1a
0	161	Hist1h2be
0	232	Nod1
0	535	Mag
0	513	Nudt4
0	364	Mon2
0	384	Foxn3
0	582	Ptprd
0	420	Tspan15
0	414	Hepacam
0	281	Wipf1
0	223	Necap2
0	361	Rhog
0	314	Galnt6
0	294	Hs3st1
0	240	Adam17
0	309	Mospd2
0	25	Bche
0	204	Leprel4
0	446	Shisa4
0	335	Dusp10
0	336	4931406P16Rik
0	275	Slc29a3
0	207	Zdhhc12
0	362	Reep3
0	259	Dusp16
0	265	Slc25a1
0	251	Rhobtb3
0	349	Erbb2ip
0	227	Tmem179b
0	367	Hhip
0	188	Taf7
0	264	Lima1
0	299	Baz2b
0	61	Bmf
0	59	Arrdc2
0	272	Creb5
0	570	Olig1
0	416	Plekha1
0	367	Desi1
0	444	Ppp1r16b
0	439	Serinc5
0	232	Tln1
0	419	Rdx
0	269	Prox1
0	126	Ezh2
0	374	Dip2a
0	412	Sh3gl3
0	314	Tmem123
0	334	Nkain1
0	313	Stxbp3a
0	317	Micall1
0	358	Zfp536
0	163	Prima1
0	180	Frmd4b
0	227	C030029H02Rik
0	327	Plekhh1
0	266	Chadl
0	204	Kif13a
0	218	Lama2
0	224	Snx33
0	228	Tjp2
0	368	Gal3st1
0	209	Hn1l
0	200	Plk3
0	200	Scrib
0	348	St18
0	335	Rrbp1
0	379	Clmn
0	125	9930012K11Rik
0	211	Fign
0	90	Fam53b
0	230	Plekha2
0	177	Meis1
0	294	Ddit4
0	224	Rffl
0	80	Vangl1
0	36	Postn
0	40	Prlr
0	101	Trpm3
0	271	Kl
0	272	Kcnj13
0	66	Cldn1
0	118	Ttr
0	34	Sostdc1
0	111	Folr1
0	374	Neat1
0	37	Sept10
0	66	Cdr2
0	193	Ston2
0	92	Phactr4
0	117	Slc25a13
0	164	Crybg3
0	185	Dock5
0	269	Trim59
0	362	Scd1
0	227	Zcchc24
0	291	Evi2a
0	296	Usp54
0	432	Prr5l
0	382	Fa2h
0	295	Carns1
0	365	Tmem229a
0	324	Daam2
0	449	Tmem63a
0	408	Dpy19l1
0	303	Megf10
0	517	Ttyh2
0	442	Endod1
0	348	Rassf2
0	358	Arsg
0	502	Cntn2
0	295	Adamtsl4
0	640	Fos
0	364	Fnbp1
0	487	Fosb
0	403	Nrbp2
0	380	Gprc5b
0	308	Prrg1
0	399	Qdpr
0	508	Mal
0	470	Ndrg1
0	102	I730030J21Rik
0	283	Srd5a1
0	430	Slc38a2
0	440	Fermt2
0	398	Efhd1
0	492	Edil3
0	153	Lrrc1
0	283	Pls1
0	347	Cd82
0	511	Gatm
0	256	Rftn2
0	464	Phgdh
0	455	Slc48a1
0	625	Ermn
0	553	Rnf13
0	436	Litaf
0	539	Cryab
0	345	Gm4832
0	462	Aspa
0	342	Nmral1
0	534	Car2
0	372	Car14
0	567	Dbi
0	602	Rnf7
0	460	Evi2a-evi2b
0	400	Pla2g16
0	362	Tnfaip6
0	295	Rnf141
0	368	Pigz
0	303	Olfml1
0	283	Gm410
0	185	Mboat1
0	307	Cdh19
0	285	Folh1
0	280	Hrsp12
0	251	Cyp2j12
0	25	Enpp1
0	155	Ldlrad3
0	30	Col6a2
0	25	Smtnl2
0	211	Emilin2
0	25	Cyb5r2
0	208	Ano10
0	240	Ppp1r14a
0	384	Fgf1
0	312	Itgb4
0	408	Mid1ip1
0	288	Pon2
0	211	St3gal4
0	152	Sall1
0	421	Atp1b3
0	414	Gjb1
0	427	Sept8
0	325	Hcn2
0	341	S100a16
0	238	Jup
0	591	Glul
0	324	Adipor2
0	455	Elovl5
0	392	Zdhhc20
0	319	Slco3a1
0	237	Plin3
0	245	Cdk18
0	465	B3galt5
0	172	Ly6g6f
0	248	Klhl4
0	337	Gstm7
0	301	Rftn1
0	389	Anln
0	560	Trf
0	226	2700046A07Rik
0	540	Hapln2
0	230	E330020D12Rik
0	420	Enpp6
0	537	Gng11
0	346	Cd59a
0	663	Apod
0	331	Klk6
0	428	Pmp22
0	324	S100b
0	426	S100a13
0	461	Serpinb1a
0	390	S100a1
0	217	Aldh1l2
0	319	S100a6
0	86	Rgs1
0	25	G530011O06Rik
0	204	Ccrl2
0	394	Plek
0	365	Cd53
0	442	Btg2
0	278	Cks2
0	215	Tgfbr1
0	420	Tuba1c
0	190	Psmb9
0	260	Arhgdib
0	269	Mpeg1
0	294	Plau
0	357	Atf3
0	25	Gdf15
0	170	Tnfaip3
0	274	Tnf
0	152	Ccl4
0	233	Bcl2a1b
0	42	Cxcl10
0	73	Samsn1
0	25	Ccl9
0	25	Dock2
0	429	Nfkbiz
0	218	Gem
0	296	P2ry13
0	133	Ncf1
0	239	Ccl3
0	50	Lat2
0	36	Myd88
0	373	Nfkbia
0	25	Rel
0	72	Il1b
0	258	Gpr183
0	307	Tlr2
0	111	Pdgfra
0	279	Hk2
0	290	Cd83
0	102	Cxcl16
0	97	Il1a
0	25	Arhgap4
0	462	Ctss
0	177	Lair1
0	25	Rps6ka1
0	238	Entpd1
0	246	Siglech
0	126	Il10ra
0	167	Selplg
0	25	Gcnt1
0	268	Cx3cr1
0	103	Tmem173
0	85	Tmem119
0	403	Gpr34
0	311	Ppp1r15a
0	72	Dapp1
0	25	Lacc1
0	283	Itgam
0	242	4632428N05Rik
0	134	Map3k8
0	178	Dusp2
0	282	Trem2
0	60	Tgif1
0	312	Hexb
0	266	Ly86
0	221	P2ry12
0	314	Nrros
0	95	H2-T23
0	64	Xlr
0	159	Anxa4
0	54	Tyms
0	28	Shcbp1
0	62	Cdk1
0	260	Cenpf
0	82	Dnase1l1
0	166	Hfe
0	179	Ifi27l2a
0	233	Cd86
0	145	Wfdc17
0	294	Rac2
0	209	Cd48
0	115	Bst2
0	217	Fermt3
0	295	Folr2
0	352	Cyba
0	303	Ptpn6
0	298	Ms4a6d
0	282	Fcgr1
0	138	Tnfaip8l2
0	370	Blvrb
0	354	Cbr2
0	356	Clic1
0	476	Pf4
0	356	Gmfg
0	296	Lgals1
0	347	Ms4a6b
0	249	Mgl2
0	217	Alox5ap
0	339	Tgfbi
0	63	Samhd1
0	218	Cd300a
0	45	C430049B03Rik
0	166	Tec
0	251	Apobec1
0	359	Clec10a
0	347	Il10rb
0	337	Hpgd
0	211	Clec4a3
0	296	Lst1
0	268	Ptplad2
0	153	Nfam1
0	222	Angptl7
0	484	Tyrobp
0	239	Clec4a2
0	370	Rnase4
0	491	Lyz2
0	596	B2m
0	340	Aif1
0	174	Sult1a1
0	534	Sepp1
0	289	Hpgds
0	252	Ms4a6c
0	399	Vamp8
0	350	Pld4
0	243	Lgals9
0	427	Ms4a7
0	165	C2
0	314	Ctsc
0	293	Ctsz
0	524	C1qb
0	356	Fcgr3
0	232	Tcn2
0	236	Fcna
0	424	C1qa
0	228	Slc7a7
0	402	Fcrls
0	168	Hk3
0	269	B4galt1
0	369	Lyz1
0	364	Ostf1
0	314	Abca9
0	281	Ltc4s
0	375	Cd68
0	219	Npl
0	295	Emr1
0	385	Fcgrt
0	446	Fcer1g
0	350	Lyve1
0	362	F13a1
0	364	Fcgr2b
0	232	Mnda
0	243	Msr1
0	175	Cd163
0	476	Stab1
0	71	Il6ra
0	213	Sgpl1
0	205	Dse
0	245	Ifi30
0	417	Csf1r
0	425	Mrc1
0	322	Nckap1l
0	284	Lcp1
0	206	Trim30a
0	466	C1qc
0	503	Laptm5
0	560	Dab2
0	278	Gusb
0	208	Cfhr2
0	370	Ehd4
0	378	Slc40a1
0	230	Ifi202b
0	337	Txnip
0	168	Slc37a2
0	98	H2-K2
0	300	Gbp7
0	249	Colec12
0	309	Fyb
0	113	Renbp
0	203	Tbc1d4
0	189	Ltbr
0	120	Sp110
0	78	Phactr2
0	146	Fes
0	231	Cfp
0	197	Nfxl1
0	300	Tslp
0	95	Gas2l3
0	206	Slc29a1
0	364	Abca1
0	158	Trim47
0	95	Lgals3bp
0	194	Cpne3
0	85	Nlrc4
0	30	Parp12
0	203	Ptprc
0	37	Zfp217
0	201	Arhgap19
0	358	Slco2b1
0	233	Runx1
0	356	C3ar1
0	206	Tlr7
0	59	Nfatc1
0	239	Rnaset2a
0	160	Plekho2
0	249	Bank1
0	148	C920025E04Rik
0	362	AI607873
0	265	Pik3cg
0	171	Adam33
0	370	Adrb2
0	384	Cp
0	387	Unc93b1
0	348	Tgfbr2
0	206	Stk17b
0	203	Ifi203
0	282	Rbm47
0	358	C5ar1
0	378	Cybb
0	25	Spry1
0	312	Ccr1
0	332	H2-K1
0	275	Plin2
0	375	H2-D1
0	231	Nfe2l2
0	238	Pxdc1
0	294	Ccl24
0	461	Zfp36
0	228	Casp4
0	403	Clec4n
0	70	Rab32
0	257	Ccl12
0	309	Ccl7
0	317	Ier3
0	309	Ccl2
0	371	Cd14
0	220	Cxcl1
0	206	Casp1
0	280	Cd209f
0	237	Gm6377
0	74	Mndal
0	302	Cd209g
0	253	P2rx7
0	236	Cxcl2
0	180	Gbp8
0	245	Slfn2
0	284	Tbxas1
0	335	Cd36
0	288	Gp49a
0	399	Cfh
0	64	Parp3
0	119	Bmp2
0	358	Lilrb4
0	31	Myof
0	44	Fhod1
0	155	Thbs1
0	185	Cd33
0	157	Prkcd
0	275	Ifi204
0	496	Zfp36l1
0	71	Zc3hav1
0	204	Cd84
0	224	AF251705
0	235	Irf1
0	35	Dtx3l
0	35	Trim12c
0	193	Pon3
0	25	Ch25h
0	72	Slc46a3
0	25	Tmem37
0	169	Hmox1
0	25	Hba-a2_loc2
0	25	Hba-a2_loc1
0	25	Hbb-bs
0	57	Slc6a20a
0	248	Ecm2
0	190	Ace2
0	354	Vtn
0	167	Ifitm1
0	180	Pth1r
0	220	P2ry14
0	240	Zic1
0	27	Kcnj8
0	249	Atp13a5
0	270	Abcc9
0	213	Sod3
0	25	Nr1h3
0	67	Zfp503
0	35	H2-T9
0	38	Angptl4
0	161	Mfng
0	160	Cmtm8
0	218	Kctd12b
0	210	Serpinb6b
0	62	Gstt2
0	58	Dpp4
0	114	Pgm5
0	88	Polk
0	67	Layn
0	34	F5
0	246	Pear1
0	25	Lrrk1
0	292	Ushbp1
0	275	Slc19a3
0	349	Emcn
0	233	Clec14a
0	335	Itih5
0	231	Hmgcs2
0	89	Rab11fip1
0	35	Kcp
0	238	Slc38a5
0	283	Slc22a8
0	311	Slc16a1
0	419	Slco1a4
0	371	Itm2a
0	266	Slc16a4
0	416	Slc31a1
0	243	Tdrp
0	363	Arl4a
0	227	Paqr5
0	281	AU021092
0	322	St3gal6
0	80	Parp14
0	25	Tor3a
0	252	Hspa1a
0	283	Lsr
0	375	Cyr61
0	84	Ddx58
0	151	Hip1
0	207	Hspa1b
0	309	Robo4
0	283	Ocln
0	329	Hspb1
0	60	Ifi44
0	485	Slco1c1
0	226	Abcc4
0	250	Fli1
0	341	Golim4
0	423	Sgms1
0	233	Foxq1
0	279	Lef1
0	198	St6galnac2
0	38	Gch1
0	199	Pglyrp1
0	216	Rtp4
0	25	Syde1
0	276	C130074G19Rik
0	244	Cxcl12
0	318	Tjp1
0	318	Iqgap1
0	327	Ly6c2
0	340	Mfsd2a
0	226	Cd2ap
0	385	Flt1
0	198	Arhgap31
0	397	Kitl
0	303	Tie1
0	37	Ghr
0	296	Fmnl3
0	279	Sox18
0	304	Fzd6
0	243	Elk3
0	308	Ly6a
0	264	Arhgap29
0	420	Clic5
0	379	Abcb1a
0	465	Pltp
0	387	Prom1
0	308	Cgnl1
0	333	Fn1
0	132	Rbms2
0	402	Gpr116
0	467	Slc2a1
0	311	Ramp2
0	338	Tns1
0	468	Sparc
0	116	Arhgef15
0	421	Ptprb
0	278	Akap12
0	349	Eng
0	329	Ahnak
0	329	Cdh5
0	296	Foxc1
0	111	Eif2ak2
0	334	Ier2
0	208	Grrp1
0	349	Id1
0	388	Dusp1
0	463	Epas1
0	268	Slfn5
0	62	Thbd
0	258	Sox17
0	205	Msrb3
0	144	Osmr
0	325	Itga1
0	266	Cobll1
0	438	Hes1
0	172	Sik1
0	216	Lrp5
0	327	Ginm1
0	238	Afap1l1
0	25	Arhgap42
0	342	Rgs5
0	306	Gjc1
0	36	Art3
0	25	Fam115c
0	266	Egflam
0	202	Mecom_loc1
0	245	Cthrc1
0	173	Gbp3
0	36	Marveld2
0	189	Kank4
0	189	Alpl
0	89	Fbln5
0	273	Vegfc
0	159	Gkn3
0	25	Cast
0	47	Egfl8
0	168	Isg15
0	335	Ltbp4
0	166	Gm4070_loc1
0	184	Hrct1
0	356	Tek
0	235	Gm4070_loc2
0	262	Vwf
0	325	Edn3
0	246	Calcrl
0	25	Mir21
0	203	Esyt1
0	121	Mir24-2
0	238	Afap1l2
0	216	Ceacam1
0	252	AW112010
0	411	Cav2
0	256	Ctsh
0	231	Vamp5
0	383	Ackr3
0	345	Cav1
0	353	Acvrl1
0	231	Cd97
0	289	Wfdc1
0	42	Tpk1
0	58	Piezo1
0	189	Cr1l
0	385	H2-L
0	217	Crtap
0	271	Amotl1
0	246	Nos3
0	200	Eogt
0	402	Ptrf
0	410	Esam
0	325	Anxa2
0	371	Anxa3
0	265	Dock6
0	25	Sox13
0	339	Srgn
0	113	Parp10
0	473	Ifitm3
0	386	Utrn
0	251	Degs2
0	424	Ly6c1
0	377	Podxl
0	340	Icam2
0	141	Cdkn1c
0	159	Tgm2
0	319	Jag1
0	349	Sdpr
0	88	Prss23
0	425	Klf2
0	341	Tm4sf1
0	376	Mmrn2
0	219	Edn1
0	160	Tnfrsf12a
0	285	Bmx
0	295	Tspo
0	487	Vim
0	231	Sgms2
0	171	Fbln2
0	152	Samd9l
0	330	Msn
0	98	Nmi
0	139	Fkbp7
0	222	Rbpms
0	217	Fgd5
0	110	Dkk2
0	313	Tagln2
0	171	Ehd2
0	248	8430408G22Rik
0	253	Nedd9
0	83	1810011O10Rik
0	260	Fxyd5
0	384	Apold1
0	322	Adamts1
0	354	Klf4
0	193	Ptgis
0	235	Tmem88
0	328	9030619P08Rik
0	234	Smtn
0	96	F2r
0	183	Bcl6b
0	135	Tfpi
0	29	Tspan18
0	275	Anxa1
0	97	Birc3
0	124	Vasp
0	77	Lnx2
0	218	Capg
0	134	Serpine1
0	150	Itpripl2
0	221	Stap2
0	224	Tmem252
0	154	Ankrd37
0	244	Ctsw
0	321	Ppic
0	255	Adm
0	316	Il2rg
0	344	Fam101b
0	183	Casp6
0	309	Pecam1
0	462	Gnai2
0	245	Gimap4
0	298	Rasgrp3
0	306	Foxf2
0	244	Prnd
0	413	Serpinh1
0	222	Arhgap18
0	309	Cnn2
0	170	Myct1
0	180	Clec1a
0	346	Pdlim5
0	315	Apln
0	256	Angpt2
0	404	Anxa5
0	337	BC028528
0	320	Csrp2
0	174	Chrnb1
0	449	Myl12a
0	394	Gimap6
0	191	Plaur
0	357	Nostrin
0	262	Ctla2b
0	259	Slc39a8
0	358	Ctla2a
0	56	Klhl6
0	171	Adcy4
0	102	Adamts9
0	260	Rasip1
0	343	Cd93
0	207	Lamc1
0	313	Kdr
0	198	Aplnr
0	332	Myo1b
0	321	Slc7a5
0	336	Arap3
0	388	Igfbp7
0	398	Wwtr1
0	327	Car4
0	339	Grap
0	296	Sox7
0	419	Col4a1
0	346	Tpm4
0	376	Eltd1
0	306	Vwa1
0	154	Sipa1
0	487	Col4a2
0	292	Arhgap27
0	305	Ets1
0	374	Cldn5
0	160	Cd40
0	278	Nid2
0	294	Pmaip1
0	322	Zic3
0	204	Rai14
0	292	Lama4
0	230	Ccdc141
0	318	Myo10
0	327	Cdkn1a
0	190	St8sia4
0	356	Nid1
0	244	Hspg2
0	315	Rhoj
0	224	Hmcn1
0	188	Megf6
0	222	Pald1
0	89	Piezo2
0	265	Ggta1
0	138	Map3k1
0	152	Trim56
0	172	Prdm1
0	245	Nes
0	206	Icam1
0	171	Sh3tc1
0	25	Htra3
0	84	Ncaph
0	357	Tmem204
0	352	Zfp36l2
0	346	Tmem176b
0	480	Sat1
0	38	Ptges
0	32	Gm11627
0	447	Igfbp2
0	25	Fzd9
0	159	Slc13a5
0	294	Il33
0	98	Etv4
0	296	Slc7a10
0	174	Cml3
0	60	Smim3
0	109	Chrdl1
0	283	Cml1
0	320	Tlcd1
0	283	Notch1
0	131	Kcng4
0	369	Grin2c
0	178	Rapgef3
0	253	Sall3
0	239	Nrarp
0	193	Prrx1
0	221	Crot
0	274	Atp13a4
0	304	Vegfa
0	25	Car8
0	311	Hsd11b1
0	219	Gabrg1
0	261	Vcam1
0	133	Gas1
0	307	Itih3
0	402	S1pr1
0	342	Dbx2
0	323	Tril
