TF	target	importance
Tcf4	Fam60a	7.752631099494677
Nkx6-2	Tcf7l1	7.752543678938519
Hmgb1	Fam188a	7.752530218655877
Mapk1	Marcksl1	7.752519737794039
Zmat2	Vti1a	7.7524663992618414
Eef1d	Cldn10	7.752455403733748
Cycs	Cct7	7.752360667290038
Mdm2	Adcy6	7.752319150471782
Zbtb18	1110037F02Rik	7.752225353918835
Homez	Fancd2	7.752115924686776
Gtf3c2	Cyth1	7.75194104316078
Mapk1	Smcr8	7.751897047382845
Celf5	Man2c1	7.751828180199926
Nr2f2	Nnat	7.751820416909934
Nap1l1	Mrpl2	7.75165069995629
Scrt1	Cux2	7.751645006824508
Fez1	Xrcc6	7.751606378502947
Psma6	Plrg1	7.751582220014181
Canx	Gltscr1l	7.7515552783582855
Ywhaz	Pip4k2c	7.751542705735132
Cyb5r1	Caln1	7.751395430763871
Ywhaz	Pfkp	7.751328517040072
Zbtb7b	Ss18	7.751164781307839
Sf1	Fxr2	7.751089137464527
Rab2a	Csrp2bp	7.7510836893287545
Nxph3	Neto2	7.750995202577281
Klf6	Dynlt1b	7.750880851399205
Magoh	Tuba1c	7.750859978907306
BC005561	Nbeal1	7.750858293290191
Rpl6	Brap	7.750851290389263
Zbtb22	Fgf10	7.750840576881334
Mapk1	Slc36a1	7.750705838915931
Got1	Fam192a	7.750484469959215
Dusp26	Pafah1b3	7.750446676056431
Sod1	Mcts2	7.750435392210711
Ybx1	Hnrnpa2b1	7.750347042716069
Got1	Fhl2	7.7502400733277765
Ywhae	Ptp4a3	7.750234133600414
Tsn	Atp6ap2	7.750031455844828
Aff4	Parm1	7.750014476202785
Nfia	Id4	7.74989263850214
Ugp2	Sec61a1	7.749844317061994
Fli1	Zfp407	7.749821287893875
Rab2a	Edc4	7.749800740553234
Pou3f1	Garem	7.749489628993511
Tcf4	Yeats2	7.749452324765234
Runx1	Pnrc1	7.749420088527605
Foxp1	Frmd6	7.749396361087673
Ubp1	Celsr3	7.749183305614705
Esrrg	Fgf9	7.74911288245564
Akr1a1	Psmc3	7.748950786178186
Nme1	Nckap1	7.748822722732129
Rel	Cybb	7.748688640503629
Celf4	Meis3	7.74847188935601
Tppp	Gorasp2	7.748457473379761
Vamp3	Pla2g4a	7.748431420832632
Npdc1	Ehmt2	7.748422613158523
Grhpr	Cstb	7.748273833868688
Bclaf1	Zfc3h1	7.7482593397261
Fhl2	Cdk5r2	7.748169141840959
Cycs	Gm5643_loc2	7.748167962636602
Apex1	Gng10	7.748152496602749
Hp1bp3	Mnt	7.7478591894294615
Celf5	Srsf10	7.7478264940905905
Ran	Pik3c3	7.747778835400548
Tmem33	Cs	7.747747274650311
Tppp	Usp6nl	7.7477464875936715
Etfb	Ap1s2	7.747735137757328
Uqcrb	Eif3k	7.747672365089048
Ddx20	Sik2	7.747661627214597
Peg3	Lbh	7.74764674230775
Sod1	Ebna1bp2	7.747616677130234
Cers4	Zbed6	7.747611910105486
Elk1	Cenpt	7.747585223195986
Neurod2	Klhl2	7.747492152155025
Polr2a	Cacna2d4	7.747395270818605
Cycs	Ube2a	7.747345287527454
Ran	Ndufs1	7.7473443153917465
Prnp	Nucks1	7.747283741669555
Nme1	Calb1	7.747225673996996
Zfp91	Mfsd6	7.747222376644631
Ddit3	1500015L24Rik	7.74706240402617
Ran	Tceal8	7.746713183261802
Ruvbl1	Ociad2	7.746652501811346
Suclg1	Acyp2	7.746612352774937
Cux1	Ift27	7.746546993277134
Myrf	Plod3	7.746527557549009
Tcf4	Ccser2	7.7464267697102605
Hmgb1	Capza2	7.746395286463741
Lcorl	Ubl3	7.746310170036444
Bcl11a	Kcnh3	7.746161391254648
Ckmt1	Trim23	7.746037908077098
Rpl35	Rps15a	7.745947921611759
Tcf4	Atxn2l	7.74562284393084
Fos	Fhl1	7.745617950273715
Mdm2	Fam26e	7.745405110612658
Zbtb4	Nbeal1	7.745345841703482
Foxp1	Herc1	7.745158896083309
Msrb3	Alpl	7.745111879978575
Tbx3	Car4	7.745086847183751
Taf9	Pop7	7.744979116983488
Fli1	Ifnar2	7.74481839786069
Pkm	2510002D24Rik	7.744797935185654
Ywhaz	Slmap	7.744775684251433
Adnp	Rplp2	7.7447375168845705
3110039M20Rik	Gm20604	7.744682251627033
Ncor1	Srrm1	7.744655499530524
Bmyc	Zcrb1	7.744648077630476
Bhlhe41	Skap2	7.744623949694724
Rab2a	Zfr2	7.7446135552783275
Fos	Gsr	7.744576348631413
Cycs	Emg1	7.744525502914052
Ascc1	Pdlim4	7.744519200974836
Kmt2a	Dopey1	7.74448795774159
Ssrp1	Pde3b	7.7443539242803645
Nkx6-2	Atp1b3	7.744341389741717
Srbd1	Reln	7.7443111208568896
Celf4	Asna1	7.7442870956671355
Zfp454	Chadl	7.744271061235024
Bptf	Lrp1	7.744066368805363
Dlx2	Fstl5	7.744007440920768
Celf5	Slc17a5	7.743946393738756
Arx	Zfp941	7.743892435398581
Aff4	Ddx3x	7.743837013676207
Tsc22d4	C030029H02Rik	7.743601304785324
Pura	Ndufv1	7.743486228500205
Ywhae	Dgat2	7.743446252347976
Cpeb1	Rnf44	7.743430556261435
Ddit3	Pdpn	7.743321430325853
Kdm5a	Pik3ip1	7.743295315081375
Id2	Nrg2	7.743193321027428
Pkm	Fbxl17	7.743140585842685
Ezr	Dag1	7.743062720359002
Ncor1	Kpna4	7.742977735604378
Pura	Polr2i	7.7428117893610136
Rpl6	U05342	7.742772589367148
Smad7	Rac1	7.742767139873732
Celf4	Stk25	7.742746106837172
Peg3	Dzip3	7.742733328823204
Snrnp70	4933439C10Rik	7.742653543481418
Zfp14	Mal	7.742573425460686
Zic2	Cacna2d4	7.742535396944056
Diablo	Tmem125	7.742457679263455
Npdc1	Serbp1	7.742453933785116
Pkm	Rpl27a	7.742399757557276
Sod1	Ndufc1	7.742337551528584
Rufy3	Dcaf7	7.742303282102545
Cycs	Slc25a11	7.742179059291783
Ncor1	Gramd1a	7.74197497300241
Mapk1	Rsbn1	7.741940785284922
Rfx7	Ggta1	7.741894031542777
Celf6	Kctd12	7.741844570942923
Sp9	Nrsn1	7.741733765257497
Jazf1	Asb8	7.741618697698076
Rufy3	Flrt3	7.741514393243008
Atf2	Vamp2	7.741448458835124
Rufy3	Ppp1cb	7.741407078594818
Rora	Cit	7.741393968646876
Cfl2	Pla2g6	7.7413677794718385
Rufy3	Anapc2	7.74116848382563
Polr2a	Kcnj6	7.741154158989741
Pkm	Mrps24	7.741062961552234
Pkm	Atg3	7.740834920968327
Zfp287	Nol6	7.740639450925677
Zfp800	Hint3	7.74059956082633
Rufy3	Srp72	7.740586509305427
Ywhae	Gadd45gip1	7.74055222104077
Olig1	Cwc15	7.74053793911951
Nap1l1	1110004E09Rik	7.740523759862526
Prdx5	Sf3b5	7.740470271184061
Smarcc2	U2af2	7.740338720242845
Sod1	Trp53i11	7.740295214696511
Nfia	Fibcd1	7.740178813871999
Celf4	Chd6	7.740176698393318
Maf	Cdh7	7.740104648608303
Klf2	Bmx	7.740058429335934
Celf4	Hspa4l	7.740043500855101
Ctnnb1	Cggbp1	7.739931631526227
Tsnax	Greb1l	7.739928319165664
Prnp	Cacna1e	7.739924062326555
Cd59a	Fez1	7.739881051165914
Plagl2	Il1a	7.739822063465587
Meis2	Thsd7b	7.739667185286693
Zbtb38	Pm20d2	7.7394750689085825
Plagl2	Ly86	7.739393884603043
Tcf7l2	Ptpn11	7.739369780375633
Abcf2	Kcnma1	7.739368705179398
Kmt2a	Mycbp2	7.739348254541553
Klf2	Kitl	7.739246368572901
Canx	Cant1	7.7389565002705885
P4hb	Wnk1	7.738933602660363
Cfl2	Zc4h2	7.738895603946086
Ywhaz	Ap1ar	7.738880497587708
H2afz	Tecr	7.738839559288669
Bcl11a	Rgs7	7.73881174135455
Bmyc	Ing4	7.738801853510804
Bcl11a	Matk	7.73871984867283
Zbtb18	Mfsd4	7.738642194175732
P4hb	Pim3	7.738590578056785
Ywhaz	Ccdc85b	7.738575381795455
Rorb	Sidt1	7.738515127282935
Maf	Ptprm	7.7384647439543395
Rufy3	Nif3l1	7.738431911019459
Dlx1	Dnajc12	7.738333097971042
Gtf2a2	Rps25	7.73799367062397
Ywhaz	Stt3b	7.737950672321669
Zbtb20	Mllt10	7.73781521374595
Zfp780b	Pfkfb3	7.7377476646993975
Erf	Mog	7.737500534978857
Neurod2	Camsap2	7.737455326282729
Rbbp9	Lcorl	7.737339219087631
Cd59a	Morn2	7.737302674678575
Msrb3	Disp1	7.737234572248683
Snapc5	Rgs10	7.737231350237522
Nono	Tgs1	7.736998437196814
Fez1	Plekhh1	7.736977920301865
Ctnnb1	Ing3	7.73689677323364
Fos	Nkd1	7.736887266245307
Fez1	Rtkn	7.736824133147456
Edn1	Slc16a4	7.7368176565419295
Adarb1	Slc35f1	7.736790472772582
Nr4a2	Nr4a1	7.736766825048938
Creb3	Tubb3	7.736754820704414
Nxph3	Mitf	7.736732125913484
Cfl2	Agpat4	7.736687931600139
Pura	Zfp617	7.736492459608546
Sod1	Ppt1	7.736343561224919
Psmc2	Eif3e	7.736320109717712
Tsc22d4	E130308A19Rik	7.736302106491199
Prdx5	Rab26	7.736232363970859
Foxp1	Tenm2	7.736204761635671
Hey1	Fabp7	7.736176714120659
Zkscan8	Farsb	7.736140314179931
Got1	Cisd3	7.7360550996441875
Zfp622	Camkmt	7.735823900664291
Egr1	Slc5a3	7.735787451606747
Etfb	Atp5j	7.735569764596084
Cfl2	Pdia4	7.735538406219563
Rpl35	Ifitm3	7.735518334112615
Atf3	Ccl2	7.735441026222615
Zfp202	Emr1	7.735328216453663
Tbr1	Nxph3	7.735253053705833
Npdc1	Rbm39	7.73524393792419
Tagln2	1110017D15Rik	7.735080860816619
Lef1	Slc31a1	7.734971501627022
Pkm	Cpsf3l	7.734970262750801
Ugp2	Hcrtr2	7.734900338363018
Mapk1	Hs6st1	7.734889291301503
Sod1	Rpl35a	7.734877219856252
Id2	Cox6b1	7.734872759260444
Rufy3	Arl5a	7.734845849142146
Zhx1	Ube2ql1	7.73484425678869
Zfp560	Hrct1	7.7348415809689
Grhpr	Eif4a3	7.734830970350978
Bcl11a	Vhl	7.734634499086808
Arnt2	Entpd4_loc2	7.734599379032623
Klf9	Eif4g3	7.734533959268597
Dbx2	Rapgef3	7.734517334915064
Ovol2	Krt12	7.734443936164108
Tef	Dbp	7.734360814587911
Zbtb18	Lin7b	7.734330963437665
Hmgb1	Esd	7.734295187671499
Tppp	Scrn3	7.7342622870209095
Rufy3	1810026J23Rik	7.734248163233468
Zbtb18	Pank2	7.734176361644113
Ywhae	Fry	7.734133987371763
Gtf2i	Klf13	7.733933909546119
Zfp119b	Catsper2	7.7339135877538
Zmat4	Fbxo32	7.733810923727622
Ywhaz	Got2	7.733734385982145
Kcnip1	Stat5b	7.733679344202224
Rab14	Nabp2	7.733650872428696
Zmat4	Rab3a	7.733600245091272
Celf4	Actr1b	7.733554656019309
Zcchc17	Cbx1	7.7335338976029115
Mapk1	Crtac1	7.7334388000637855
Nfic	Wnt2	7.733385056262433
Hnrnpc	Tpgs2	7.733377351900091
Id1	Eogt	7.733313743192179
Got1	Ufsp1	7.733261730474849
Ezr	Fam216b	7.733205318724921
Tcf7l2	Polr3e	7.733200370270151
Odc1	Arhgap18	7.733041134845024
Id1	Aqp4	7.733006750254754
Ppp5c	Cobll1	7.732883181943876
Yod1	Kctd8	7.732875441689051
Tfdp2	Cux2	7.732872967881414
Pura	Ogdh	7.732826776314757
Prnp	Hps4	7.732805786813298
Fez1	Ppdpf	7.7326482417665865
Sox18	Ddx58	7.7326076373919275
Zfp568	Nlrx1	7.732603002250508
Tcf4	Ppp1r21	7.732554152660684
Rps10	Rpl14	7.732510227425075
Jun	Ddx3y	7.732366186999484
Zfp445	Gls	7.732359893591349
Zfp207	Sar1b	7.732308731582731
Prnp	Macf1	7.732300232216195
Suclg1	Isca2	7.732256824412423
Celf4	Ppp3ca	7.732256301976262
Rab14	Kpnb1	7.732071190589334
Crebzf	Fbxo16	7.7317545769759
Tcf4	Gyk	7.731751865570545
Zcchc17	Ubxn6	7.73157819905883
Ddit3	Sertad3	7.7314086148274574
Smap2	C1ql3	7.731384570055954
Tppp	Kctd5	7.73133609655582
Bcl11a	Fnip1	7.731313109817138
Fli1	Capn1	7.731270286753587
Cxx1b	Osbpl3	7.7312114877394
Agap2	Ank3	7.731140666563851
Psma6	Gm16532	7.731112261635675
Zbtb4	Plekha3	7.731066044409576
Rab2a	Shisa5	7.731035003317064
Zfp37	Spsb1	7.730829040989327
Uqcrb	AI462493	7.730764050245753
Celf6	Pxk	7.730699108905214
Tagln2	Sertad1	7.730677266144545
Sf3b1	Dync1i2	7.73065836970188
Ywhae	Smchd1	7.7306490397263
Akr1a1	Txnl4a	7.730603782968721
Etv1	Naa38	7.7305186072897305
Tppp	Neo1	7.73037401559609
Sod1	Eif3h	7.730349642879368
Prnp	Kcnj6	7.7302946100280465
Celf4	Gprin1	7.730211326561219
Msx1	Gstm1	7.729871327608831
Psmc2	OTTMUSG00000016609_loc4	7.729843900475846
Srp9	Tm2d2	7.729735911515017
Pkm	Cacnb3	7.729645174521858
Tmem33	Tax1bp1	7.729618607903143
Ube2k	Ap2a2	7.7296120010854965
Prnp	Ydjc	7.729344113567545
Celf4	Gspt1	7.729259621679171
Cers2	Bace1	7.7291740844260035
Scrt1	Tmem145	7.729144490513331
Got1	Srpk2	7.729106125105401
Cycs	Gm6644	7.729092613929282
Mdm2	Ywhaq	7.729033460366274
Sod1	Stra13	7.728991696786167
Arid3b	Ushbp1	7.728976039749885
Cxx1b	Gm6682	7.72886288466585
Creb3	Dynlrb1	7.728826758647712
H2afz	Ndufaf7	7.728810699897405
Pik3c3	Shisa9	7.72879031218652
Psma6	Smim8	7.728770848101595
Zfp799	Kmt2b	7.728563478585792
Zfp91	Atxn2	7.728552276809542
Ran	Oat	7.7284924001089825
Jun	Foxn3	7.72844470026265
Peg3	Arhgap24	7.728235991694062
Zfp462	Vldlr	7.728162256593508
Akr1a1	Rpl28	7.728072060994287
Rasl2-9	Gm6682	7.727923762101609
Aff4	Dcaf7	7.7278477497173315
Sox9	Ccdc108	7.727760803706939
Ube2k	Arl8b	7.7277383007293805
Rufy3	Nanos1	7.727666832730108
Dusp22	Paqr8	7.727625075458635
Rorb	Gm11549	7.727575026559112
Pds5a	Tagap	7.727557550738984
Nxph3	Nfe2l3	7.7275273270137665
Celf4	Ttc39b	7.727461046747248
Ctbp1	Canx	7.727321832941493
Grhpr	Vkorc1	7.7272614720215245
Smarcc2	Senp6	7.727199034872007
Rab2a	Cdk8	7.72700828082316
Rnaseh2c	Edf1	7.727007229364935
Pou2f1	Garem	7.726923658384452
Dlx1	2610019E17Rik	7.726791930192347
Etv1	Doc2b	7.726722752899324
Pkm	Hectd3	7.726686314064077
Uqcrb	Rpl9	7.726384794427907
Bhlhe40	Sh3bp4	7.726334231323366
Tpi1	Rpl34	7.726186747219832
Pkm	Nosip	7.726049446515482
Foxn3	Tmem254b_loc1	7.725980747189628
Zmat4	Rufy3	7.725958122550993
Ctnnb1	Zxdc	7.7259469873593165
Fez1	Arfgap3	7.725911474233502
Msx1	Gm10094	7.725870355248982
Prdx5	Hagh	7.725768942155683
Ncor1	Adcy2	7.725528818527257
Ywhaz	Gpd1	7.725466274748224
Cstf2	Scn8a	7.725419431134166
Foxg1	5430417L22Rik	7.725365805764527
Psma6	Dtd2	7.725274441399666
Agap2	Gm996	7.7252112625575835
Luzp2	Olig1	7.725198893076441
Tmem33	Rhoa	7.725179671032932
Maff	Mir7b	7.725175242953729
Rab2a	Cirh1a	7.72511594819331
Tceal6	Dctn1	7.724871975886957
Nap1l1	Zfp207	7.724848962683322
Emx2	2310033P09Rik	7.724743543288638
Vamp3	Rps18	7.7246477926482555
Arntl	Gpr161	7.724629182196355
Dlx5	Gabbr1	7.724565072677489
Celf5	Akap5	7.724521397678425
Mapk1	Tacc1	7.724376582893305
Satb1	Necab3	7.724329449432315
Rnaseh2c	2900076A07Rik	7.724271278839735
Taf9	Acot7	7.72421046816622
Rufy3	Sema6c	7.724149515132152
Suclg1	Fastkd2	7.724048074905319
Rorb	Klc2	7.724037443345647
Foxq1	Maff	7.723967123818294
Ywhaz	Rpap3	7.723844470068316
Rab2a	D030056L22Rik	7.723781460244026
Ep300	Sntn	7.723733686806392
Prnp	Rcan2	7.723711294482092
Dlx1	Maf	7.723706690294554
Nfix	C1qtnf4	7.7236957390719345
Prdm9	Tjp1	7.723631767083542
Tcf4	Csdc2	7.723595450947745
Ckmt1	Ccnc	7.723365705280265
BC005561	Med12	7.723362673847751
Dhx36	Xpo6	7.7232573208657005
Klf4	Nfkbia	7.72313134118586
Ywhae	Tmem165	7.722991441773224
Rlf	Pvrl1	7.722882076206989
Ywhae	Tbc1d22a	7.72282847312449
Tceal6	Got2	7.722800215849249
Bcl11b	Gtf3c1	7.722763593188916
Gtpbp6	Urgcp	7.722678834060776
Tcf4	Pcf11	7.7226779889707835
Tcf4	Clstn2	7.722668192297058
Zic1	Rfk	7.722635139090565
Cycs	Aptx	7.722617047633524
Zfp37	1700101I11Rik	7.72257097162116
Zfp174	Gm13298_loc4	7.722419037668128
Zfp629	Med31	7.722413552717921
Gtf2a1	H2afy	7.7223704808719935
Celf4	Tmem35	7.722164700839872
Ywhae	Fasn	7.72204017111569
Ywhaz	Mgat3	7.721852840841425
Lmo2	Senp7	7.721620762279081
Ywhae	Narf	7.72156894225244
Ywhaz	Gyk	7.721476963516191
Zmat4	Dab1	7.721416832160855
Agap2	Nrgn	7.72115757642784
Dnmt3a	Fam168a	7.721150688708768
Maf	Dclre1c	7.721137737342852
Prdx5	Morn2	7.720839423777339
Ran	Pop5	7.720728615691006
Npdc1	Zbtb18	7.72052045503735
Zfp37	Pfas	7.720478331189306
Cfl2	Shisa4	7.7204482118194315
Suclg1	Ppp1r7	7.720440165893051
Zmat2	Sptan1	7.720422425564932
Pkm	Ranbp2	7.720367003452406
Akr1a1	Paip2	7.720086375709806
Rxrg	Lrpap1	7.720025323155312
Lrrfip1	Cpne7	7.719822516726188
Bcl11a	Grasp	7.7197044615464865
Cnot3	1700020I14Rik	7.719671763974116
Klf4	Phldb2	7.71957913694015
Msi2	Ttc28	7.719436805906675
E430018J23Rik	Ptpn3	7.719350785677435
Kdm2a	BC018507	7.719323909543915
Psmc2	Dnajc8	7.7191393392468965
Klf4	Hnrnpf	7.719122045094481
Usf2	Aldh3a2	7.718984121848518
Ets1	Eva1a	7.718978583026703
Bcl11a	4932438A13Rik	7.718903990485921
Tcf12	Adcy4	7.718868466780361
Cebpg	Ccdc120	7.718857403021717
Ncor1	Rbm6	7.71884505047519
Rab2a	Pcbp2	7.718830373070481
Msc	G0s2	7.7187876563870415
Suclg1	Hist3h2a	7.718738612840598
Rab18	Dph3	7.718582315447236
Ckmt1	Utp3	7.718582280941728
Rab14	2510003E04Rik	7.7185337232371785
Psma6	Polr1d	7.7184762560006925
Celf4	Ubap2l	7.718392731377692
Cpeb1	Zfp746	7.718321533195772
Hivep2	Gatad2b	7.718162825425469
Dlx1	Clip3	7.718157726805068
Stat5b	Ncaph	7.718119996031515
Etfb	Snora30	7.718092703144975
Hmgb1	Supt4a	7.7179595749572005
Klf10	Ltv1	7.7179296916862485
Mapk1	Clip4	7.717796090617123
Ets1	Lyn	7.717667429166296
Rbm8a	Ccndbp1	7.7176424236120775
Rab7	1110008L16Rik	7.717616761420079
Snrnp70	Syne1_loc2	7.717612921542364
Aebp2	B4galt5	7.717611647189481
Zfp334	Gnb4	7.717512482104969
Foxn3	Polb	7.717413939864917
Rora	Tk2	7.7174007778607345
Mef2c	Cadm1	7.717371871954517
Klf13	Scamp5	7.717260236557053
Asap3	Rras2	7.7171922104143995
Dlx1	Zfp74	7.716919228835848
Zcchc17	Cryzl1	7.716880387228458
Tpi1	Ap2b1	7.7168260303800835
Hnrnpc	Timm17a	7.71670617192972
Zfp954	Lekr1	7.7166567288699355
Akr1a1	Dnajc19	7.716651167453633
Creb3	Dnaja1	7.716630064653455
Diablo	Rps16	7.71660987712259
Klf9	Dock3	7.71659632627648
Zbtb18	Cnot7	7.716572061961144
Ncbp2	Grpel2	7.716569249501936
Psmc2	Tbca	7.71656307651755
Mapk1	Whsc1l1	7.716464880109046
Mapk1	Zkscan1	7.716301298127717
Bmyc	Naa20	7.716270298145765
Arnt2	Rab3a	7.716181973274164
Ncor1	Cbx6	7.716168009817914
Nfe2l1	Efr3b	7.716127092942972
Tcf4	Alkbh5	7.71604349955839
Ppp5c	Fam183b	7.716035053148034
Nme1	Gpx4	7.716020593306412
Thra	Srrm2	7.715791186219615
Rab14	Fbxo33	7.715656567659836
Maff	Spata13	7.715541263992218
Ywhaz	March1	7.71551401496376
Ckmt1	Fbxo44	7.715405456824582
Gtf2i	Prss23	7.715358249930193
Thoc2	Kmt2a	7.715294641425265
Got1	Lpgat1	7.7151994000916035
Klf9	Usp33	7.715121264808067
Hadhb	Nadk2	7.714331924919518
Ywhaz	Gspt1	7.7143093466860675
Rab2a	Rab6a	7.714012878247122
Tpi1	5330434G04Rik	7.713978291152982
Hmgb1	Mipol1	7.713951449286053
Pkm	Vps33b	7.713856050133291
Bcl6	Cds1	7.713836958018276
Cycs	Dcaf13	7.713725692359627
2310045N01Rik	Cox6c	7.713608236837523
Bclaf1	Arfgap1	7.713517999522863
Dlx2	Lig1	7.713427857114073
Apex1	Csnk2a1	7.713322460806927
Meis1	Myrf	7.713183743320014
Kcnip1	Osbpl8	7.712988695700034
Zrsr2	Cntnap3	7.712844958028415
Canx	BC018507	7.7128015679771575
Tppp	6330416G13Rik	7.7127592718042095
Vamp3	Crot	7.712678059356006
Ywhae	Klhl26	7.7126653875857745
Tcf4	Nin	7.712641036357406
Ywhaz	Copz1	7.712398121128916
Adnp2	Dgkq	7.7123085501379
Got1	Ppme1	7.712238180050804
Foxp1	Lrrn3	7.712209545119268
Etv4	Sat1	7.7121422192794
Zbtb20	Atp6v0a2	7.712111420407231
Ywhae	Phtf1	7.712110090537569
Mapk1	Ints10	7.712088662356447
Dnmt3a	Psap	7.712010735831317
Celf5	Timm44	7.711958288740654
Thoc2	Ryr2	7.7119117685477
Klf9	Fxyd7	7.711885130153807
Apex1	Fam103a1	7.711843337083084
Ilf2	Polr2k	7.711792069618072
Atf3	Prkx	7.711789288256067
Ckmt1	Ier3ip1	7.711772204696568
Rab2a	Fbxo21	7.711659423131103
Zfhx2	Syt7	7.71165139696852
H2afz	Cacybp	7.711502218199845
Rab18	Tmem59	7.711477647765133
Mrps25	Zfp931	7.71147598887393
Nap1l1	Cox5a	7.711450717598976
E2f1	Tiam2	7.711438531505832
Pkm	Psen1	7.71141839650587
Zdhhc15	Tom1l1	7.711290195623837
P4hb	Dynlt1c_loc2	7.711288810615422
Nap1l1	Stx8	7.711235486092323
Pou3f1	Lypla2	7.7110187443100155
Celf4	Nkrf	7.71099463483731
Ncald	Ptprm	7.7109573731442635
Parp1	Nmt2	7.7109232536876435
Vamp3	S100b	7.710873438481848
Irf1	Mgp	7.710699103217256
Usf2	Itga3	7.710661317420638
Rbm8a	Ppib	7.710478758907092
Cxx1c	Gpr158	7.710369322925239
Vamp3	Mettl10	7.710342226978329
Stau2	Cyc1	7.710313478423331
Sod1	Rnh1	7.710222779942486
H2afz	Mis12	7.710182832715877
Ncald	Fhod3	7.710066963537274
Tsc22d4	Hmgn2	7.710043058829393
Ube2k	Aup1	7.70999101134983
Rpl6	Ddb1	7.709979141599639
Ctnnb1	Crtac1	7.709901770007442
Vezf1	Fbxo46	7.709853329256175
Rufy3	AI597468	7.709736096417082
Peg3	Ocrl	7.709715828385162
Thoc2	Kcnq1ot1	7.709609373454893
Id4	Pon2	7.709604117224003
Hlf	Zfp445	7.709543454754132
Pkm	Fndc5	7.709541844699053
Tagln2	Rbpms	7.709459430309787
Sod1	Lias	7.709335734843478
Suclg1	Arl1	7.709228359081197
Hp1bp3	Guf1	7.709181550936084
Pkm	Rab28	7.709108229291296
Pkm	Ppm1h	7.708958908554496
Nfe2l2	Alox5ap	7.708946172803266
Satb1	Dos	7.708934121146789
Rorb	Rgcc	7.708884174005386
Ewsr1	Pole4	7.708800251469846
Psma6	Psmc4	7.708742081934284
Cxx1c	Vamp2	7.708720687824172
Rps10	Sec61a1	7.7086234796822035
Foxn3	Ptma	7.7085444932354665
Celf5	Phtf1	7.708319259107433
Ube2v1	Basp1	7.7082409568756
Hmgb1	Ddt	7.708044205706009
Bcl11b	Galntl6	7.708031619049667
Zfp91	Kmt2c	7.707906197988771
Nap1l1	Ccdc12	7.707878036155434
BC005561	Kdm5a	7.707812452386123
Cycs	Ptrh2	7.707797453703124
Zfp91	Kdm4a	7.707726049021029
Hivep1	Adam19	7.707698540126452
Tia1	Mtmr12	7.7076556651212265
Dnmt3a	Dip2b	7.7076303338892584
Hes1	Slit2	7.70760056776047
Bach2	Ttc28	7.707505386638771
Psmd12	Lamtor4	7.707329439190966
Rarg	Serpinb6b	7.707288623699052
Dnmt3a	Rell2	7.707072509905449
Lef1	Ahnak	7.70703619336017
Zbtb20	Lars2	7.706820903746467
Tsc22d4	Ppp1r16b	7.706767399408532
Klf6	Apold1	7.706725725746578
Psmc2	Smim15	7.706655714866078
Kmt2a	Cpeb1	7.706554202568075
Zfp740	Lcorl	7.706382709905369
Snrnp70	Tln2	7.706290047074667
Gtf3c2	Tasp1	7.706269546490441
Gtf2a2	Zfp946	7.706168069744169
Aff4	Nono	7.7061401382107055
Tceal5	Uggt1	7.706050513359791
Vamp3	Snapin	7.70600052661507
Tcf4	Pxk	7.7059895447612785
Ckmt1	Clpb	7.705959129217237
Zfp689	Plau	7.705810273112151
Sod1	Ndufaf3	7.705683971783223
Psma6	2410131K14Rik	7.705552225203383
Rab14	Trappc3	7.705424654907516
Tcf4	Fam65a	7.705421218183612
Hnrnpa0	Basp1	7.705413711603351
Nme1	Crip2	7.705400737530533
Arx	Hapln1	7.705318272144356
Sox10	Arhgef10	7.705286410222464
Etfb	Ndufb7	7.705236747209191
Zfp740	Tssc4	7.705094947876404
Zkscan17	C4b	7.705051865603823
Zfp566	Scamp1	7.705009557472623
Prdx5	Hspa5	7.7050066349423965
Akr1a1	Ndufb9	7.705005050701432
Maf	Slc31a2	7.704891860200728
Mapk1	Ago1	7.704854502592714
Pkm	Pgbd5	7.704645007711541
Nfe2l1	Rnf214	7.704602322170458
Gtf2a2	Idh3a	7.704536086928692
Nr2f1	Slc2a13	7.7045139965285925
Yy1	Sepn1	7.70449105348613
Celf4	Nlk	7.704470239393802
Celf4	Snx21	7.704450565837278
Sp8	Tbc1d8b	7.704383350046615
Foxp1	Mesdc1	7.704310869127997
Tsnax	Ociad1	7.704279814748129
Zbtb18	Pkp4	7.704273203243629
Zfp536	Pdxk	7.704245853904203
Zbtb4	Rab6b	7.704209960524236
Hp1bp3	Ogdh	7.704157081085253
Nmral1	A530054K11Rik	7.704018926875147
Sox5	Gm3893	7.703976875354128
Ran	Dpm3	7.703882384874158
Fez1	Glo1	7.703706675545365
Prox1	Abca5	7.703656142013403
Agap2	Aes	7.703638338604548
H2afy	Insr	7.703609548180436
Olig2	Pla2g4a	7.70360925323965
Hlf	Mapk3	7.703538987216751
Prnp	Crk	7.70353532443078
Nap1l1	Rpl31-ps12	7.703509526016919
Pkm	Eif3g	7.7034324985967
Rab14	Tsg101	7.703392973091668
Rab14	Ei24	7.703387016427694
Ssbp3	Zmynd11	7.703366151557084
Lhx2	Plk5	7.703247933620131
Nfib	Atpif1	7.703148582033846
Rab2a	Ccdc92	7.703063420199635
Nmral1	Klk6	7.7030076952852315
Cfl2	R3hcc1	7.7028554718157825
Canx	Lrp1	7.70271259038728
